Subject,Trial,Freq,SignalDetected,AvgPower,PowerVariability,DetectedTimePercentage_1dB,DetectionTime_1dB,DetectedTimePercentage_3dB,DetectionTime_3dB,DetectedTimePercentage_5dB,DetectionTime_5dB
51,3,8.0,1,6.91,1.24,100.00,0.00,100.00,0.00,100.00,0.00
51,0,8.2,1,7.64,2.26,100.00,0.00,100.00,0.00,100.00,0.00
51,1,8.2,1,4.87,2.13,100.00,0.00,100.00,0.00,33.33,1.00
51,2,8.2,1,7.24,2.07,100.00,0.00,100.00,0.00,66.67,1.00
51,3,8.2,1,7.67,1.28,100.00,0.00,100.00,0.00,100.00,0.00
51,0,8.4,1,6.59,1.36,100.00,0.00,100.00,0.00,100.00,0.00
51,1,8.4,1,8.93,0.28,100.00,0.00,100.00,0.00,100.00,0.00
51,2,8.4,0,1.79,0.43,100.00,0.00,0.00,nan,0.00,nan
51,3,8.4,0,4.98,3.58,66.67,0.00,66.67,0.00,66.67,0.00
51,0,8.6,1,6.31,2.34,100.00,0.00,100.00,0.00,66.67,0.00
51,1,8.6,0,5.05,1.42,100.00,0.00,100.00,0.00,33.33,0.00
51,2,8.6,1,6.88,0.61,100.00,0.00,100.00,0.00,100.00,0.00
51,3,8.6,0,5.14,2.36,100.00,0.00,66.67,1.00,66.67,1.00
51,0,8.8,0,5.46,1.57,100.00,0.00,100.00,0.00,66.67,0.00
51,1,8.8,0,3.18,2.66,66.67,0.00,66.67,0.00,33.33,0.00
51,2,8.8,1,5.61,1.34,100.00,0.00,100.00,0.00,66.67,0.00
51,3,8.8,0,2.78,2.71,66.67,0.00,66.67,0.00,33.33,0.00
51,0,9.0,1,3.08,0.13,100.00,0.00,66.67,1.00,0.00,nan
51,1,9.0,1,5.49,2.86,100.00,0.00,66.67,0.00,66.67,0.00
51,2,9.0,0,2.07,0.68,100.00,0.00,0.00,nan,0.00,nan
51,3,9.0,1,0.29,6.43,66.67,0.00,33.33,0.00,33.33,0.00
51,0,9.2,1,0.40,4.94,33.33,0.00,33.33,0.00,33.33,0.00
51,1,9.2,0,-2.26,2.62,33.33,1.00,0.00,nan,0.00,nan
51,2,9.2,0,-10.27,6.61,0.00,nan,0.00,nan,0.00,nan
51,3,9.2,0,0.67,0.29,0.00,nan,0.00,nan,0.00,nan
51,0,9.4,0,2.22,1.87,66.67,1.00,33.33,1.00,0.00,nan
51,1,9.4,0,-0.11,3.11,66.67,0.00,0.00,nan,0.00,nan
51,2,9.4,0,-3.99,5.80,33.33,0.00,33.33,0.00,0.00,nan
51,3,9.4,0,1.57,0.67,66.67,1.00,0.00,nan,0.00,nan
51,0,9.6,0,0.09,0.46,0.00,nan,0.00,nan,0.00,nan
51,1,9.6,0,-1.63,2.21,0.00,nan,0.00,nan,0.00,nan
51,2,9.6,0,-1.47,6.61,33.33,0.00,33.33,0.00,33.33,0.00
51,3,9.6,0,2.85,3.21,66.67,1.00,66.67,1.00,33.33,2.00
51,0,9.8,0,-3.63,4.63,33.33,0.00,0.00,nan,0.00,nan
51,1,9.8,0,0.33,3.69,66.67,1.00,33.33,1.00,0.00,nan
51,2,9.8,0,-6.11,3.20,0.00,nan,0.00,nan,0.00,nan
51,3,9.8,0,4.11,1.38,100.00,0.00,66.67,0.00,33.33,1.00
51,0,10.0,0,-1.52,3.28,33.33,1.00,33.33,1.00,0.00,nan
51,1,10.0,0,-2.05,4.76,33.33,2.00,33.33,2.00,0.00,nan
51,2,10.0,0,0.94,0.64,33.33,2.00,0.00,nan,0.00,nan
51,3,10.0,0,3.34,2.43,66.67,0.00,33.33,1.00,33.33,1.00
51,0,10.2,0,-2.89,3.54,33.33,1.00,0.00,nan,0.00,nan
51,1,10.2,0,1.06,4.43,33.33,2.00,33.33,2.00,33.33,2.00
51,2,10.2,0,-0.57,5.44,66.67,0.00,33.33,2.00,0.00,nan
51,3,10.2,0,2.04,0.85,66.67,1.00,0.00,nan,0.00,nan
51,0,10.4,1,3.15,4.54,66.67,1.00,66.67,1.00,66.67,1.00
51,1,10.4,0,-0.31,2.33,66.67,0.00,0.00,nan,0.00,nan
51,2,10.4,0,0.62,2.25,66.67,0.00,0.00,nan,0.00,nan
51,3,10.4,0,0.32,1.57,33.33,1.00,0.00,nan,0.00,nan
51,0,10.6,1,-2.62,4.94,33.33,2.00,33.33,2.00,0.00,nan
51,1,10.6,0,-0.05,1.52,33.33,2.00,0.00,nan,0.00,nan
51,2,10.6,1,2.30,2.97,66.67,0.00,66.67,0.00,33.33,0.00
51,3,10.6,0,-2.02,1.17,0.00,nan,0.00,nan,0.00,nan
51,0,10.8,0,4.25,0.88,100.00,0.00,100.00,0.00,0.00,nan
51,1,10.8,0,2.60,2.02,66.67,0.00,66.67,0.00,0.00,nan
51,2,10.8,1,5.02,2.54,100.00,0.00,66.67,0.00,33.33,0.00
51,3,10.8,0,2.06,1.87,66.67,1.00,33.33,1.00,0.00,nan
51,0,11.0,0,0.45,0.98,33.33,2.00,0.00,nan,0.00,nan
51,1,11.0,0,3.78,3.67,66.67,1.00,66.67,1.00,66.67,1.00
51,2,11.0,0,1.81,0.38,100.00,0.00,0.00,nan,0.00,nan
51,3,11.0,0,3.48,1.54,100.00,0.00,66.67,0.00,0.00,nan
51,0,11.2,1,3.91,4.50,66.67,0.00,33.33,2.00,33.33,2.00
51,1,11.2,0,1.88,3.54,66.67,0.00,33.33,2.00,33.33,2.00
51,2,11.2,0,1.68,1.01,66.67,0.00,33.33,0.00,0.00,nan
51,3,11.2,1,1.25,4.88,66.67,1.00,66.67,1.00,33.33,2.00
51,0,11.4,0,1.05,1.00,66.67,0.00,0.00,nan,0.00,nan
51,1,11.4,0,2.02,2.46,66.67,1.00,33.33,2.00,0.00,nan
51,2,11.4,0,-1.46,3.90,33.33,0.00,33.33,0.00,0.00,nan
51,3,11.4,1,2.55,1.89,100.00,0.00,33.33,0.00,33.33,0.00
51,0,11.6,1,3.38,2.07,100.00,0.00,33.33,2.00,33.33,2.00
51,1,11.6,0,2.40,2.32,66.67,1.00,33.33,2.00,33.33,2.00
51,2,11.6,0,-2.85,3.98,33.33,1.00,0.00,nan,0.00,nan
51,3,11.6,1,1.72,4.75,66.67,0.00,66.67,0.00,33.33,1.00
51,0,11.8,1,5.85,2.51,100.00,0.00,100.00,0.00,66.67,1.00
51,1,11.8,1,6.14,1.08,100.00,0.00,100.00,0.00,100.00,0.00
51,2,11.8,1,2.52,3.50,66.67,1.00,33.33,1.00,33.33,1.00
51,3,11.8,1,4.55,2.14,100.00,0.00,66.67,1.00,33.33,2.00
51,0,12.0,1,4.63,2.34,100.00,0.00,66.67,1.00,33.33,2.00
51,1,12.0,0,4.86,2.61,100.00,0.00,66.67,0.00,66.67,0.00
51,2,12.0,1,3.29,0.83,100.00,0.00,33.33,2.00,0.00,nan
51,3,12.0,1,4.33,1.95,100.00,0.00,66.67,0.00,33.33,0.00
51,0,12.2,1,4.76,3.53,66.67,1.00,66.67,1.00,66.67,1.00
51,1,12.2,1,1.19,3.77,66.67,1.00,33.33,2.00,0.00,nan
51,2,12.2,1,1.86,1.54,33.33,1.00,33.33,1.00,0.00,nan
51,3,12.2,1,3.92,3.40,100.00,0.00,33.33,2.00,33.33,2.00
51,0,12.4,1,4.77,1.30,100.00,0.00,100.00,0.00,33.33,1.00
51,1,12.4,1,2.48,5.07,66.67,1.00,66.67,1.00,33.33,2.00
51,2,12.4,1,5.32,0.92,100.00,0.00,100.00,0.00,66.67,0.00
51,3,12.4,1,7.37,2.73,100.00,0.00,100.00,0.00,66.67,1.00
51,0,12.6,1,6.63,1.63,100.00,0.00,100.00,0.00,100.00,0.00
51,1,12.6,0,2.99,3.52,66.67,0.00,33.33,2.00,33.33,2.00
51,2,12.6,1,3.73,3.80,66.67,1.00,66.67,1.00,66.67,1.00
51,3,12.6,1,7.03,0.62,100.00,0.00,100.00,0.00,100.00,0.00
51,0,12.8,0,-1.90,3.85,33.33,2.00,33.33,2.00,0.00,nan
51,1,12.8,0,1.42,4.54,66.67,0.00,66.67,0.00,33.33,2.00
51,2,12.8,1,3.62,4.46,66.67,1.00,66.67,1.00,66.67,1.00
51,3,12.8,1,6.15,1.11,100.00,0.00,100.00,0.00,66.67,1.00
51,0,13.0,1,2.69,3.71,33.33,2.00,33.33,2.00,33.33,2.00
51,1,13.0,1,4.05,3.52,66.67,1.00,66.67,1.00,66.67,1.00
51,2,13.0,1,4.57,1.32,100.00,0.00,66.67,1.00,66.67,1.00
51,3,13.0,1,3.17,1.96,66.67,1.00,66.67,1.00,33.33,2.00
51,0,13.2,1,3.50,3.61,66.67,0.00,66.67,0.00,33.33,2.00
51,1,13.2,1,5.74,0.99,100.00,0.00,100.00,0.00,66.67,0.00
51,2,13.2,0,7.96,1.83,100.00,0.00,100.00,0.00,100.00,0.00
51,3,13.2,1,6.43,1.53,100.00,0.00,100.00,0.00,66.67,0.00
51,0,13.4,0,5.22,2.27,100.00,0.00,66.67,0.00,66.67,0.00
51,1,13.4,1,3.11,3.19,66.67,0.00,66.67,0.00,66.67,0.00
51,2,13.4,1,4.65,3.47,66.67,0.00,66.67,0.00,66.67,0.00
51,3,13.4,1,7.39,1.26,100.00,0.00,100.00,0.00,100.00,0.00
51,0,13.6,1,6.23,0.99,100.00,0.00,100.00,0.00,100.00,0.00
51,1,13.6,1,3.92,2.91,66.67,0.00,66.67,0.00,33.33,2.00
51,2,13.6,1,8.04,0.30,100.00,0.00,100.00,0.00,100.00,0.00
51,3,13.6,1,6.17,2.44,100.00,0.00,66.67,0.00,66.67,0.00
51,0,13.8,1,2.51,4.42,66.67,1.00,66.67,1.00,33.33,2.00
51,1,13.8,0,0.90,1.52,66.67,0.00,0.00,nan,0.00,nan
51,2,13.8,0,0.97,3.36,33.33,1.00,33.33,1.00,33.33,1.00
51,3,13.8,1,5.21,1.93,100.00,0.00,100.00,0.00,33.33,2.00
51,0,14.0,1,7.40,1.31,100.00,0.00,100.00,0.00,100.00,0.00
51,1,14.0,1,7.99,0.26,100.00,0.00,100.00,0.00,100.00,0.00
51,2,14.0,1,6.42,2.73,100.00,0.00,66.67,1.00,66.67,1.00
51,3,14.0,1,6.48,0.99,100.00,0.00,100.00,0.00,100.00,0.00
51,0,14.2,1,4.63,1.81,100.00,0.00,66.67,1.00,66.67,1.00
51,1,14.2,1,7.56,0.50,100.00,0.00,100.00,0.00,100.00,0.00
51,2,14.2,0,4.78,3.44,100.00,0.00,33.33,1.00,33.33,1.00
51,3,14.2,1,7.34,0.77,100.00,0.00,100.00,0.00,100.00,0.00
51,0,14.4,1,8.24,2.30,100.00,0.00,100.00,0.00,100.00,0.00
51,1,14.4,1,4.94,2.89,66.67,1.00,66.67,1.00,66.67,1.00
51,2,14.4,1,5.78,1.05,100.00,0.00,100.00,0.00,66.67,1.00
51,3,14.4,1,5.82,3.10,100.00,0.00,66.67,1.00,66.67,1.00
51,0,14.6,1,5.19,1.76,100.00,0.00,100.00,0.00,33.33,2.00
51,1,14.6,1,5.37,1.92,100.00,0.00,100.00,0.00,66.67,1.00
51,2,14.6,0,4.59,1.55,100.00,0.00,66.67,0.00,66.67,0.00
51,3,14.6,1,7.13,2.78,100.00,0.00,100.00,0.00,66.67,1.00
51,0,14.8,1,3.42,5.57,66.67,1.00,66.67,1.00,66.67,1.00
51,1,14.8,1,7.52,2.15,100.00,0.00,100.00,0.00,100.00,0.00
51,2,14.8,1,6.50,1.24,100.00,0.00,100.00,0.00,100.00,0.00
51,3,14.8,0,5.39,1.82,100.00,0.00,100.00,0.00,33.33,2.00
51,0,15.0,1,8.78,2.57,100.00,0.00,100.00,0.00,100.00,0.00
51,1,15.0,1,7.35,2.25,100.00,0.00,100.00,0.00,100.00,0.00
51,2,15.0,1,7.38,1.59,100.00,0.00,100.00,0.00,100.00,0.00
51,3,15.0,1,2.34,7.83,66.67,1.00,66.67,1.00,66.67,1.00
51,0,15.2,1,5.37,0.19,100.00,0.00,100.00,0.00,100.00,0.00
51,1,15.2,1,6.03,0.96,100.00,0.00,100.00,0.00,66.67,1.00
51,2,15.2,1,4.38,0.48,100.00,0.00,100.00,0.00,0.00,nan
51,3,15.2,1,5.02,0.66,100.00,0.00,100.00,0.00,66.67,1.00
51,0,15.4,1,2.97,1.14,100.00,0.00,66.67,1.00,0.00,nan
51,1,15.4,1,3.91,2.07,66.67,1.00,66.67,1.00,66.67,1.00
51,2,15.4,1,5.08,1.00,100.00,0.00,100.00,0.00,66.67,0.00
51,3,15.4,1,5.11,2.29,100.00,0.00,66.67,1.00,66.67,1.00
51,0,15.6,1,6.19,1.17,100.00,0.00,100.00,0.00,66.67,1.00
51,1,15.6,0,1.24,3.04,66.67,0.00,33.33,2.00,0.00,nan
51,2,15.6,1,5.26,2.83,100.00,0.00,66.67,1.00,66.67,1.00
51,3,15.6,1,4.27,0.33,100.00,0.00,100.00,0.00,0.00,nan
51,0,15.8,1,5.94,2.03,100.00,0.00,100.00,0.00,66.67,0.00
51,1,15.8,1,6.59,1.76,100.00,0.00,100.00,0.00,66.67,0.00
51,2,15.8,1,7.80,0.62,100.00,0.00,100.00,0.00,100.00,0.00
51,3,15.8,1,5.64,1.10,100.00,0.00,100.00,0.00,66.67,0.00
52,0,8.0,0,-1.05,2.63,33.33,0.00,0.00,nan,0.00,nan
52,1,8.0,0,-4.74,1.11,0.00,nan,0.00,nan,0.00,nan
52,2,8.0,0,-1.51,4.70,66.67,1.00,0.00,nan,0.00,nan
52,3,8.0,0,-3.32,2.53,0.00,nan,0.00,nan,0.00,nan
52,0,8.2,0,2.31,1.82,66.67,0.00,33.33,0.00,0.00,nan
52,1,8.2,0,-5.58,8.57,33.33,1.00,33.33,1.00,33.33,1.00
52,2,8.2,0,-2.94,6.21,33.33,0.00,33.33,0.00,0.00,nan
52,3,8.2,0,-7.54,4.05,0.00,nan,0.00,nan,0.00,nan
52,0,8.4,0,-5.83,2.15,0.00,nan,0.00,nan,0.00,nan
52,1,8.4,0,-5.07,1.57,0.00,nan,0.00,nan,0.00,nan
52,2,8.4,0,1.22,3.50,66.67,0.00,33.33,1.00,33.33,1.00
52,3,8.4,0,-5.27,2.95,0.00,nan,0.00,nan,0.00,nan
52,0,8.6,1,4.01,2.02,100.00,0.00,66.67,0.00,33.33,1.00
52,1,8.6,0,-4.09,3.00,0.00,nan,0.00,nan,0.00,nan
52,2,8.6,0,-0.42,4.92,33.33,2.00,33.33,2.00,33.33,2.00
52,3,8.6,0,1.80,2.25,66.67,0.00,33.33,0.00,0.00,nan
52,0,8.8,0,-0.24,5.95,66.67,0.00,33.33,2.00,33.33,2.00
52,1,8.8,0,-1.38,2.01,0.00,nan,0.00,nan,0.00,nan
52,2,8.8,0,-0.33,3.53,33.33,1.00,33.33,1.00,0.00,nan
52,3,8.8,0,-2.18,4.15,33.33,0.00,33.33,0.00,0.00,nan
52,0,9.0,0,-2.54,3.04,0.00,nan,0.00,nan,0.00,nan
52,1,9.0,0,6.02,0.92,100.00,0.00,100.00,0.00,100.00,0.00
52,2,9.0,0,3.45,2.43,100.00,0.00,33.33,1.00,33.33,1.00
52,3,9.0,0,4.22,1.17,100.00,0.00,100.00,0.00,33.33,2.00
52,0,9.2,1,-3.81,10.88,66.67,0.00,33.33,1.00,33.33,1.00
52,1,9.2,1,5.23,3.59,66.67,1.00,66.67,1.00,66.67,1.00
52,2,9.2,0,-5.10,2.54,0.00,nan,0.00,nan,0.00,nan
52,3,9.2,0,-1.87,2.83,0.00,nan,0.00,nan,0.00,nan
52,0,9.4,0,-0.42,0.73,0.00,nan,0.00,nan,0.00,nan
52,1,9.4,0,-1.91,4.01,33.33,2.00,33.33,2.00,0.00,nan
52,2,9.4,0,-3.19,3.48,0.00,nan,0.00,nan,0.00,nan
52,3,9.4,0,2.07,2.78,66.67,1.00,33.33,1.00,33.33,1.00
52,0,9.6,0,-4.96,4.97,33.33,0.00,0.00,nan,0.00,nan
52,1,9.6,0,-2.82,1.44,0.00,nan,0.00,nan,0.00,nan
52,2,9.6,0,-1.20,2.39,33.33,1.00,0.00,nan,0.00,nan
52,3,9.6,0,0.58,1.99,33.33,2.00,33.33,2.00,0.00,nan
52,0,9.8,0,-1.63,3.23,33.33,2.00,0.00,nan,0.00,nan
52,1,9.8,0,2.14,7.26,66.67,0.00,66.67,0.00,66.67,0.00
52,2,9.8,0,2.36,2.42,66.67,1.00,33.33,2.00,33.33,2.00
52,3,9.8,0,2.75,2.33,66.67,0.00,33.33,0.00,33.33,0.00
52,0,10.0,0,2.86,2.29,66.67,0.00,66.67,0.00,33.33,1.00
52,1,10.0,0,0.80,4.33,33.33,0.00,33.33,0.00,33.33,0.00
52,2,10.0,0,-6.35,5.91,0.00,nan,0.00,nan,0.00,nan
52,3,10.0,0,1.24,2.87,66.67,1.00,33.33,1.00,0.00,nan
52,0,10.2,0,0.87,3.88,66.67,1.00,66.67,1.00,0.00,nan
52,1,10.2,0,-3.25,4.23,33.33,2.00,0.00,nan,0.00,nan
52,2,10.2,0,-0.72,4.08,33.33,1.00,33.33,1.00,0.00,nan
52,3,10.2,0,-3.10,3.45,33.33,1.00,0.00,nan,0.00,nan
52,0,10.4,0,2.47,1.26,100.00,0.00,33.33,1.00,0.00,nan
52,1,10.4,1,6.11,3.43,100.00,0.00,66.67,0.00,66.67,0.00
52,2,10.4,1,2.18,5.23,66.67,0.00,33.33,2.00,33.33,2.00
52,3,10.4,0,3.71,1.05,100.00,0.00,66.67,1.00,33.33,2.00
52,0,10.6,0,-0.87,3.03,33.33,2.00,0.00,nan,0.00,nan
52,1,10.6,1,2.93,1.27,100.00,0.00,66.67,1.00,0.00,nan
52,2,10.6,0,-4.96,3.25,0.00,nan,0.00,nan,0.00,nan
52,3,10.6,1,1.10,4.24,66.67,1.00,33.33,2.00,33.33,2.00
52,0,10.8,1,2.86,1.79,66.67,0.00,66.67,0.00,0.00,nan
52,1,10.8,0,2.71,3.35,66.67,0.00,66.67,0.00,33.33,2.00
52,2,10.8,0,-5.65,8.17,33.33,0.00,0.00,nan,0.00,nan
52,3,10.8,0,-0.08,3.86,66.67,1.00,0.00,nan,0.00,nan
52,0,11.0,0,-4.53,5.80,33.33,0.00,0.00,nan,0.00,nan
52,1,11.0,0,-1.95,2.69,33.33,1.00,0.00,nan,0.00,nan
52,2,11.0,0,-1.59,4.60,66.67,1.00,0.00,nan,0.00,nan
52,3,11.0,0,-1.19,0.81,0.00,nan,0.00,nan,0.00,nan
52,0,11.2,0,6.29,2.05,100.00,0.00,100.00,0.00,66.67,0.00
52,1,11.2,0,8.91,4.02,100.00,0.00,100.00,0.00,66.67,0.00
52,2,11.2,0,1.42,2.40,33.33,1.00,33.33,1.00,0.00,nan
52,3,11.2,1,2.62,3.92,66.67,0.00,66.67,0.00,66.67,0.00
52,0,11.4,1,2.42,4.35,66.67,1.00,66.67,1.00,33.33,1.00
52,1,11.4,0,2.80,2.98,66.67,1.00,33.33,1.00,33.33,1.00
52,2,11.4,0,-2.65,2.58,0.00,nan,0.00,nan,0.00,nan
52,3,11.4,1,0.09,4.15,33.33,1.00,33.33,1.00,0.00,nan
52,0,11.6,0,0.16,3.19,33.33,0.00,33.33,0.00,0.00,nan
52,1,11.6,0,-0.66,4.61,33.33,0.00,33.33,0.00,0.00,nan
52,2,11.6,1,1.51,4.53,66.67,1.00,33.33,2.00,33.33,2.00
52,3,11.6,1,0.09,2.25,33.33,2.00,0.00,nan,0.00,nan
52,0,11.8,1,3.93,1.27,100.00,0.00,66.67,1.00,33.33,2.00
52,1,11.8,0,-1.76,5.97,33.33,0.00,33.33,0.00,33.33,0.00
52,2,11.8,0,3.55,2.93,66.67,0.00,66.67,0.00,66.67,0.00
52,3,11.8,0,2.57,2.58,66.67,0.00,33.33,0.00,33.33,0.00
52,0,12.0,1,2.24,2.93,66.67,0.00,33.33,1.00,33.33,1.00
52,1,12.0,0,0.76,3.48,66.67,0.00,33.33,1.00,0.00,nan
52,2,12.0,0,-3.85,2.88,0.00,nan,0.00,nan,0.00,nan
52,3,12.0,0,-2.48,5.87,33.33,0.00,33.33,0.00,0.00,nan
52,0,12.2,1,-7.27,6.28,0.00,nan,0.00,nan,0.00,nan
52,1,12.2,0,-4.07,3.61,0.00,nan,0.00,nan,0.00,nan
52,2,12.2,0,0.44,5.78,66.67,1.00,66.67,1.00,33.33,1.00
52,3,12.2,0,-7.65,6.49,0.00,nan,0.00,nan,0.00,nan
52,0,12.4,0,1.16,1.60,33.33,1.00,33.33,1.00,0.00,nan
52,1,12.4,0,-2.04,4.63,33.33,1.00,0.00,nan,0.00,nan
52,2,12.4,0,-0.18,2.52,33.33,1.00,0.00,nan,0.00,nan
52,3,12.4,0,-2.38,4.87,33.33,1.00,33.33,1.00,0.00,nan
52,0,12.6,0,-4.31,6.07,33.33,1.00,0.00,nan,0.00,nan
52,1,12.6,0,-0.44,4.08,66.67,0.00,33.33,0.00,0.00,nan
52,2,12.6,1,-1.48,3.00,33.33,2.00,0.00,nan,0.00,nan
52,3,12.6,0,-1.45,3.91,33.33,1.00,33.33,1.00,0.00,nan
52,0,12.8,0,-1.69,3.99,33.33,1.00,0.00,nan,0.00,nan
52,1,12.8,0,0.00,2.45,33.33,0.00,33.33,0.00,0.00,nan
52,2,12.8,1,2.24,1.07,100.00,0.00,33.33,1.00,0.00,nan
52,3,12.8,0,2.80,3.75,66.67,0.00,33.33,1.00,33.33,1.00
52,0,13.0,0,-4.91,3.24,0.00,nan,0.00,nan,0.00,nan
52,1,13.0,0,-5.63,2.93,0.00,nan,0.00,nan,0.00,nan
52,2,13.0,0,0.38,1.07,33.33,2.00,0.00,nan,0.00,nan
52,3,13.0,0,1.94,3.43,66.67,1.00,33.33,2.00,33.33,2.00
52,0,13.2,0,-5.52,2.87,0.00,nan,0.00,nan,0.00,nan
52,1,13.2,0,-3.63,4.03,0.00,nan,0.00,nan,0.00,nan
52,2,13.2,0,1.43,3.55,66.67,0.00,33.33,0.00,33.33,0.00
52,3,13.2,0,-4.73,3.71,0.00,nan,0.00,nan,0.00,nan
52,0,13.4,0,-6.44,2.85,0.00,nan,0.00,nan,0.00,nan
52,1,13.4,0,-1.38,3.03,33.33,2.00,0.00,nan,0.00,nan
52,2,13.4,0,-0.39,0.93,0.00,nan,0.00,nan,0.00,nan
52,3,13.4,0,-8.27,6.88,0.00,nan,0.00,nan,0.00,nan
52,0,13.6,0,-4.44,2.87,0.00,nan,0.00,nan,0.00,nan
52,1,13.6,0,0.50,3.69,66.67,0.00,33.33,2.00,0.00,nan
52,2,13.6,0,-1.75,1.71,0.00,nan,0.00,nan,0.00,nan
52,3,13.6,0,-1.05,3.18,33.33,0.00,0.00,nan,0.00,nan
52,0,13.8,0,-2.98,2.09,0.00,nan,0.00,nan,0.00,nan
52,1,13.8,0,-3.33,4.55,33.33,1.00,0.00,nan,0.00,nan
52,2,13.8,1,1.41,2.46,33.33,2.00,33.33,2.00,0.00,nan
52,3,13.8,0,-3.51,1.60,0.00,nan,0.00,nan,0.00,nan
52,0,14.0,1,2.34,1.45,66.67,0.00,33.33,0.00,0.00,nan
52,1,14.0,1,0.51,2.04,33.33,1.00,33.33,1.00,0.00,nan
52,2,14.0,0,-1.14,2.57,33.33,2.00,0.00,nan,0.00,nan
52,3,14.0,0,-4.87,8.75,33.33,0.00,0.00,nan,0.00,nan
52,0,14.2,0,-2.79,2.73,0.00,nan,0.00,nan,0.00,nan
52,1,14.2,0,-6.61,4.29,0.00,nan,0.00,nan,0.00,nan
52,2,14.2,0,-7.65,4.67,0.00,nan,0.00,nan,0.00,nan
52,3,14.2,0,-5.81,2.15,0.00,nan,0.00,nan,0.00,nan
52,0,14.4,0,-10.39,10.51,0.00,nan,0.00,nan,0.00,nan
52,1,14.4,0,-6.81,2.85,0.00,nan,0.00,nan,0.00,nan
52,2,14.4,0,-4.48,3.29,0.00,nan,0.00,nan,0.00,nan
52,3,14.4,0,-0.59,0.75,0.00,nan,0.00,nan,0.00,nan
52,0,14.6,0,-1.75,1.52,0.00,nan,0.00,nan,0.00,nan
52,1,14.6,0,0.40,3.45,33.33,0.00,33.33,0.00,0.00,nan
52,2,14.6,0,-1.87,3.07,33.33,1.00,0.00,nan,0.00,nan
52,3,14.6,0,0.21,3.27,33.33,1.00,33.33,1.00,0.00,nan
52,0,14.8,0,-3.95,5.86,33.33,2.00,33.33,2.00,0.00,nan
52,1,14.8,0,0.84,1.85,33.33,1.00,33.33,1.00,0.00,nan
52,2,14.8,0,-0.15,2.86,33.33,1.00,33.33,1.00,0.00,nan
52,3,14.8,0,-4.02,0.24,0.00,nan,0.00,nan,0.00,nan
52,0,15.0,0,-3.21,1.24,0.00,nan,0.00,nan,0.00,nan
52,1,15.0,1,-3.08,8.29,33.33,2.00,33.33,2.00,33.33,2.00
52,2,15.0,0,1.87,3.15,66.67,0.00,33.33,2.00,33.33,2.00
52,3,15.0,0,-6.14,6.87,0.00,nan,0.00,nan,0.00,nan
52,0,15.2,0,-4.87,4.15,0.00,nan,0.00,nan,0.00,nan
52,1,15.2,0,-4.62,3.16,0.00,nan,0.00,nan,0.00,nan
52,2,15.2,0,-7.55,5.69,0.00,nan,0.00,nan,0.00,nan
52,3,15.2,0,-8.13,2.20,0.00,nan,0.00,nan,0.00,nan
52,0,15.4,0,-4.90,3.79,0.00,nan,0.00,nan,0.00,nan
52,1,15.4,0,-4.00,0.22,0.00,nan,0.00,nan,0.00,nan
52,2,15.4,0,-4.96,5.88,0.00,nan,0.00,nan,0.00,nan
52,3,15.4,0,-7.90,1.43,0.00,nan,0.00,nan,0.00,nan
52,0,15.6,1,-3.00,1.99,0.00,nan,0.00,nan,0.00,nan
52,1,15.6,0,-2.28,1.15,0.00,nan,0.00,nan,0.00,nan
52,2,15.6,0,-4.71,3.74,0.00,nan,0.00,nan,0.00,nan
52,3,15.6,0,-0.70,1.37,0.00,nan,0.00,nan,0.00,nan
52,0,15.8,0,-1.92,4.72,33.33,2.00,33.33,2.00,0.00,nan
52,1,15.8,0,5.96,1.65,100.00,0.00,100.00,0.00,66.67,1.00
52,2,15.8,0,2.66,2.83,66.67,0.00,33.33,2.00,33.33,2.00
52,3,15.8,0,2.00,0.98,66.67,1.00,33.33,1.00,0.00,nan
53,0,8.0,0,0.46,4.25,66.67,1.00,33.33,2.00,0.00,nan
53,1,8.0,0,2.52,3.77,66.67,1.00,33.33,2.00,33.33,2.00
53,2,8.0,0,4.22,0.97,100.00,0.00,66.67,0.00,0.00,nan
53,3,8.0,0,5.18,1.10,100.00,0.00,100.00,0.00,66.67,0.00
53,0,8.2,0,1.51,2.94,33.33,2.00,33.33,2.00,33.33,2.00
53,1,8.2,0,-0.48,9.30,66.67,0.00,33.33,0.00,33.33,0.00
53,2,8.2,0,4.24,3.38,66.67,1.00,66.67,1.00,66.67,1.00
53,3,8.2,0,3.15,0.76,100.00,0.00,66.67,1.00,0.00,nan
53,0,8.4,0,0.84,3.03,33.33,1.00,33.33,1.00,33.33,1.00
53,1,8.4,0,1.83,6.20,66.67,0.00,66.67,0.00,33.33,1.00
53,2,8.4,0,-7.16,12.34,33.33,1.00,33.33,1.00,0.00,nan
53,3,8.4,0,2.62,2.10,66.67,0.00,33.33,2.00,33.33,2.00
53,0,8.6,0,-0.21,6.47,66.67,0.00,66.67,0.00,0.00,nan
53,1,8.6,0,3.70,2.47,66.67,1.00,66.67,1.00,33.33,1.00
53,2,8.6,0,2.22,2.63,66.67,0.00,33.33,1.00,33.33,1.00
53,3,8.6,1,6.26,4.08,100.00,0.00,66.67,0.00,66.67,0.00
53,0,8.8,0,3.52,3.32,66.67,0.00,66.67,0.00,66.67,0.00
53,1,8.8,1,1.78,8.66,33.33,2.00,33.33,2.00,33.33,2.00
